Warehouse,Country,Region/State,Zip/Postal Code,# of Items (and above),Method,Shipping Price
0,USA,CO,,16,1,0
0,USA,CO,,17,1,0
0,USA,CO,,18,1,0
0,USA,CO,,19,1,0
0,USA,CO,,20,1,0
0,USA,CO,,21,1,0
0,USA,CO,,22,1,0
0,USA,CO,,23,1,0
0,USA,CO,,24,1,0
0,USA,CO,,25,1,0
0,USA,CO,,26,1,0
0,USA,CO,,27,1,0
0,USA,CO,,28,1,0
0,USA,CO,,29,1,0
0,USA,CO,,30,1,0
0,USA,CO,,31,1,0
0,USA,CO,,32,1,0
0,USA,CO,,33,1,0
0,USA,CO,,34,1,0
0,USA,CO,,35,1,0
0,USA,CO,,36,1,0
0,USA,CO,,37,1,0
0,USA,CO,,38,1,0
0,USA,CO,,39,1,0
0,USA,CO,,40,1,0
0,USA,CO,,41,1,0
0,USA,CO,,42,1,0
0,USA,CO,,43,1,0
0,USA,CO,,44,1,0
0,USA,CO,,45,1,0
0,USA,CO,,46,1,0
0,USA,CO,,47,1,0
0,USA,CO,,48,1,0
0,USA,CO,,49,1,0
0,USA,CO,,50,1,0
0,USA,CT,,1,1,13.99
0,USA,CT,,2,1,14.08
0,USA,CT,,3,1,12.97
0,USA,CT,,4,1,12.71
0,USA,CT,,5,1,11.27
0,USA,CT,,6,1,9.69
0,USA,CT,,7,1,8.93
0,USA,CT,,8,1,8.17
0,USA,CT,,9,1,0
0,USA,CT,,10,1,0
0,USA,CT,,11,1,0
0,USA,CT,,12,1,0
0,USA,CT,,13,1,0
0,USA,CT,,14,1,0
0,USA,CT,,15,1,0
0,USA,CT,,16,1,0
0,USA,CT,,17,1,0
0,USA,CT,,18,1,0
0,USA,CT,,19,1,0
0,USA,CT,,20,1,0
0,USA,CT,,21,1,0
0,USA,CT,,22,1,0
0,USA,CT,,23,1,0
0,USA,CT,,24,1,0
0,USA,CT,,25,1,0
0,USA,CT,,26,1,0
0,USA,CT,,27,1,0
0,USA,CT,,28,1,0
0,USA,CT,,29,1,0
0,USA,CT,,30,1,0
0,USA,CT,,31,1,0
0,USA,CT,,32,1,0
0,USA,CT,,33,1,0
0,USA,CT,,34,1,0
0,USA,CT,,35,1,0
0,USA,CT,,36,1,0
0,USA,CT,,37,1,0
0,USA,CT,,38,1,0
0,USA,CT,,39,1,0
0,USA,CT,,40,1,0
0,USA,CT,,41,1,0
0,USA,CT,,42,1,0
0,USA,CT,,43,1,0
0,USA,CT,,44,1,0
0,USA,CT,,45,1,0
0,USA,CT,,46,1,0
0,USA,CT,,47,1,0
0,USA,CT,,48,1,0
0,USA,CT,,49,1,0
0,USA,CT,,50,1,0
0,USA,DC,,1,1,13.99
0,USA,DC,,2,1,14.08
0,USA,DC,,3,1,12.97
0,USA,DC,,4,1,12.71
0,USA,DC,,5,1,11.27
0,USA,DC,,6,1,9.69
0,USA,DC,,7,1,8.93
0,USA,DC,,8,1,8.17
0,USA,DC,,9,1,0
0,USA,DC,,10,1,0
0,USA,DC,,11,1,0
0,USA,DC,,12,1,0
0,USA,DC,,13,1,0
0,USA,DC,,14,1,0
0,USA,DC,,15,1,0
0,USA,DC,,16,1,0
0,USA,DC,,17,1,0
0,USA,DC,,18,1,0
0,USA,DC,,19,1,0
0,USA,DC,,20,1,0
0,USA,DC,,21,1,0
0,USA,DC,,22,1,0
0,USA,DC,,23,1,0
0,USA,DC,,24,1,0
0,USA,DC,,25,1,0
0,USA,DC,,26,1,0
0,USA,DC,,27,1,0
0,USA,DC,,28,1,0
0,USA,DC,,29,1,0
0,USA,DC,,30,1,0
0,USA,DC,,31,1,0
0,USA,DC,,32,1,0
0,USA,DC,,33,1,0
0,USA,DC,,34,1,0
0,USA,DC,,35,1,0
0,USA,DC,,36,1,0
0,USA,DC,,37,1,0
0,USA,DC,,38,1,0
0,USA,DC,,39,1,0
0,USA,DC,,40,1,0
0,USA,DC,,41,1,0
0,USA,DC,,42,1,0
0,USA,DC,,43,1,0
0,USA,DC,,44,1,0
0,USA,DC,,45,1,0
0,USA,DC,,46,1,0
0,USA,DC,,47,1,0
0,USA,DC,,48,1,0
0,USA,DC,,49,1,0
0,USA,DC,,50,1,0
0,USA,FL,,1,1,13.99
0,USA,FL,,2,1,14.08
0,USA,FL,,3,1,12.97
0,USA,FL,,4,1,12.71
0,USA,FL,,5,1,11.27
0,USA,FL,,6,1,9.69
0,USA,FL,,7,1,8.93
0,USA,FL,,8,1,8.17
0,USA,FL,,9,1,0
0,USA,FL,,10,1,0
0,USA,FL,,11,1,0
0,USA,FL,,12,1,0
0,USA,FL,,13,1,0
0,USA,FL,,14,1,0
0,USA,FL,,15,1,0
0,USA,FL,,16,1,0
0,USA,FL,,17,1,0
0,USA,FL,,18,1,0
0,USA,FL,,19,1,0
0,USA,FL,,20,1,0
0,USA,FL,,21,1,0
0,USA,FL,,22,1,0
0,USA,FL,,23,1,0
0,USA,FL,,24,1,0
0,USA,FL,,25,1,0
0,USA,FL,,26,1,0
0,USA,FL,,27,1,0
0,USA,FL,,28,1,0
0,USA,FL,,29,1,0
0,USA,FL,,30,1,0
0,USA,FL,,31,1,0
0,USA,FL,,32,1,0
0,USA,FL,,33,1,0
0,USA,FL,,34,1,0
0,USA,FL,,35,1,0
0,USA,FL,,36,1,0
0,USA,FL,,37,1,0
0,USA,FL,,38,1,0
0,USA,FL,,39,1,0
0,USA,FL,,40,1,0
0,USA,FL,,41,1,0
0,USA,FL,,42,1,0
0,USA,FL,,43,1,0
0,USA,FL,,44,1,0
0,USA,FL,,45,1,0
0,USA,FL,,46,1,0
0,USA,FL,,47,1,0
0,USA,FL,,48,1,0
0,USA,FL,,49,1,0
0,USA,FL,,50,1,0
0,USA,GA,,1,1,13.99
0,USA,GA,,2,1,14.08
0,USA,GA,,3,1,12.97
0,USA,GA,,4,1,12.71
0,USA,GA,,5,1,11.27
0,USA,GA,,6,1,9.69
0,USA,GA,,7,1,8.93
0,USA,GA,,8,1,8.17
0,USA,GA,,9,1,0
0,USA,GA,,10,1,0
0,USA,GA,,11,1,0
0,USA,GA,,12,1,0
0,USA,GA,,13,1,0
0,USA,GA,,14,1,0
0,USA,GA,,15,1,0
0,USA,GA,,16,1,0
0,USA,GA,,17,1,0
0,USA,GA,,18,1,0
0,USA,GA,,19,1,0
0,USA,GA,,20,1,0
0,USA,GA,,21,1,0
0,USA,GA,,22,1,0
0,USA,GA,,23,1,0
0,USA,GA,,24,1,0
0,USA,GA,,25,1,0
0,USA,GA,,26,1,0
0,USA,GA,,27,1,0
0,USA,GA,,28,1,0
0,USA,GA,,29,1,0
0,USA,GA,,30,1,0
0,USA,GA,,31,1,0
0,USA,GA,,32,1,0
0,USA,GA,,33,1,0
0,USA,GA,,34,1,0
0,USA,GA,,35,1,0
0,USA,GA,,36,1,0
0,USA,GA,,37,1,0
0,USA,GA,,38,1,0
0,USA,GA,,39,1,0
0,USA,GA,,40,1,0
0,USA,GA,,41,1,0
0,USA,GA,,42,1,0
0,USA,GA,,43,1,0
0,USA,GA,,44,1,0
0,USA,GA,,45,1,0
0,USA,GA,,46,1,0
0,USA,GA,,47,1,0
0,USA,GA,,48,1,0
0,USA,GA,,49,1,0
0,USA,GA,,50,1,0
0,USA,HI,,1,1,13.99
0,USA,HI,,2,1,14.08
0,USA,HI,,3,1,12.97
0,USA,HI,,4,1,12.71
0,USA,HI,,5,1,11.27
0,USA,HI,,6,1,9.69
0,USA,HI,,7,1,8.93
0,USA,HI,,8,1,8.17
0,USA,HI,,9,1,0
0,USA,HI,,10,1,0
0,USA,HI,,11,1,0
0,USA,HI,,12,1,0
0,USA,HI,,13,1,0
0,USA,HI,,14,1,0
0,USA,HI,,15,1,0
0,USA,HI,,16,1,0
0,USA,HI,,17,1,0
0,USA,HI,,18,1,0
0,USA,HI,,19,1,0
0,USA,HI,,20,1,0
0,USA,HI,,21,1,0
0,USA,HI,,22,1,0
0,USA,HI,,23,1,0
0,USA,HI,,24,1,0
0,USA,HI,,25,1,0
0,USA,HI,,26,1,0
0,USA,HI,,27,1,0
0,USA,HI,,28,1,0
0,USA,HI,,29,1,0
0,USA,HI,,30,1,0
0,USA,HI,,31,1,0
0,USA,HI,,32,1,0
0,USA,HI,,33,1,0
0,USA,HI,,34,1,0
0,USA,HI,,35,1,0
0,USA,HI,,36,1,0
0,USA,HI,,37,1,0
0,USA,HI,,38,1,0
0,USA,HI,,39,1,0
0,USA,HI,,40,1,0
0,USA,HI,,41,1,0
0,USA,HI,,42,1,0
0,USA,HI,,43,1,0
0,USA,HI,,44,1,0
0,USA,HI,,45,1,0
0,USA,HI,,46,1,0
0,USA,HI,,47,1,0
0,USA,HI,,48,1,0
0,USA,HI,,49,1,0
0,USA,HI,,50,1,0
0,USA,ID,,1,1,13.99
0,USA,ID,,2,1,14.08
0,USA,ID,,3,1,12.97
0,USA,ID,,4,1,12.71
0,USA,ID,,5,1,11.27
0,USA,ID,,6,1,9.69
0,USA,ID,,7,1,8.93
0,USA,ID,,8,1,8.17
0,USA,ID,,9,1,0
0,USA,ID,,10,1,0
0,USA,ID,,11,1,0
0,USA,ID,,12,1,0
0,USA,ID,,13,1,0
0,USA,ID,,14,1,0
0,USA,ID,,15,1,0
0,USA,ID,,16,1,0
0,USA,ID,,17,1,0
0,USA,ID,,18,1,0
0,USA,ID,,19,1,0
0,USA,ID,,20,1,0
0,USA,ID,,21,1,0
0,USA,ID,,22,1,0
0,USA,ID,,23,1,0
0,USA,ID,,24,1,0
0,USA,ID,,25,1,0
0,USA,ID,,26,1,0
0,USA,ID,,27,1,0
0,USA,ID,,28,1,0
0,USA,ID,,29,1,0
0,USA,ID,,30,1,0
0,USA,ID,,31,1,0
0,USA,ID,,32,1,0
0,USA,ID,,33,1,0
0,USA,ID,,34,1,0
0,USA,ID,,35,1,0
0,USA,ID,,36,1,0
0,USA,ID,,37,1,0
0,USA,ID,,38,1,0
0,USA,ID,,39,1,0
0,USA,ID,,40,1,0
0,USA,ID,,41,1,0
0,USA,ID,,42,1,0
0,USA,ID,,43,1,0
0,USA,ID,,44,1,0
0,USA,ID,,45,1,0
0,USA,ID,,46,1,0
0,USA,ID,,47,1,0
0,USA,ID,,48,1,0
0,USA,ID,,49,1,0
0,USA,ID,,50,1,0
0,USA,IN,,1,1,13.99
0,USA,IN,,2,1,14.08
0,USA,IN,,3,1,12.97
0,USA,IN,,4,1,12.71
0,USA,IN,,5,1,11.27
0,USA,IN,,6,1,9.69
0,USA,IN,,7,1,8.93
0,USA,IN,,8,1,8.17
0,USA,IN,,9,1,0
0,USA,IN,,10,1,0
0,USA,IN,,11,1,0
0,USA,IN,,12,1,0
0,USA,IN,,13,1,0
0,USA,IN,,14,1,0
0,USA,IN,,15,1,0
0,USA,IN,,16,1,0
0,USA,IN,,17,1,0
0,USA,IN,,18,1,0
0,USA,IN,,19,1,0
0,USA,IN,,20,1,0
0,USA,IN,,21,1,0
0,USA,IN,,22,1,0
0,USA,IN,,23,1,0
0,USA,IN,,24,1,0
0,USA,IN,,25,1,0
0,USA,IN,,26,1,0
0,USA,IN,,27,1,0
0,USA,IN,,28,1,0
0,USA,IN,,29,1,0
0,USA,IN,,30,1,0
0,USA,IN,,31,1,0
0,USA,IN,,32,1,0
0,USA,IN,,33,1,0
0,USA,IN,,34,1,0
0,USA,IN,,35,1,0
0,USA,IN,,36,1,0
0,USA,IN,,37,1,0
0,USA,IN,,38,1,0
0,USA,IN,,39,1,0
0,USA,IN,,40,1,0
0,USA,IN,,41,1,0
0,USA,IN,,42,1,0
0,USA,IN,,43,1,0
0,USA,IN,,44,1,0
0,USA,IN,,45,1,0
0,USA,IN,,46,1,0
0,USA,IN,,47,1,0
0,USA,IN,,48,1,0
0,USA,IN,,49,1,0
0,USA,IN,,50,1,0
0,USA,KS,,1,1,13.99
0,USA,KS,,2,1,14.08
0,USA,KS,,3,1,12.97
0,USA,KS,,4,1,12.71
0,USA,KS,,5,1,11.27
0,USA,KS,,6,1,9.69
0,USA,KS,,7,1,8.93
0,USA,KS,,8,1,8.17
0,USA,KS,,9,1,0
0,USA,KS,,10,1,0
0,USA,KS,,11,1,0
0,USA,KS,,12,1,0
0,USA,KS,,13,1,0
0,USA,KS,,14,1,0
0,USA,KS,,15,1,0
0,USA,KS,,16,1,0
0,USA,KS,,17,1,0
0,USA,KS,,18,1,0
0,USA,KS,,19,1,0
0,USA,KS,,20,1,0
0,USA,KS,,21,1,0
0,USA,KS,,22,1,0
0,USA,KS,,23,1,0
0,USA,KS,,24,1,0
0,USA,KS,,25,1,0
0,USA,KS,,26,1,0
0,USA,KS,,27,1,0
0,USA,KS,,28,1,0
0,USA,KS,,29,1,0
0,USA,KS,,30,1,0
0,USA,KS,,31,1,0
0,USA,KS,,32,1,0
0,USA,KS,,33,1,0
0,USA,KS,,34,1,0
0,USA,KS,,35,1,0
0,USA,KS,,36,1,0
0,USA,KS,,37,1,0
0,USA,KS,,38,1,0
0,USA,KS,,39,1,0
0,USA,KS,,40,1,0
0,USA,KS,,41,1,0
0,USA,KS,,42,1,0
0,USA,KS,,43,1,0
0,USA,KS,,44,1,0
0,USA,KS,,45,1,0
0,USA,KS,,46,1,0
0,USA,KS,,47,1,0
0,USA,KS,,48,1,0
0,USA,KS,,49,1,0
0,USA,KS,,50,1,0
0,USA,LA,,1,1,13.99
0,USA,LA,,2,1,14.08
0,USA,LA,,3,1,12.97
0,USA,LA,,4,1,12.71
0,USA,LA,,5,1,11.27
0,USA,LA,,6,1,9.69
0,USA,LA,,7,1,8.93
0,USA,LA,,8,1,8.17
0,USA,LA,,9,1,0
0,USA,LA,,10,1,0
0,USA,LA,,11,1,0
0,USA,LA,,12,1,0
0,USA,LA,,13,1,0
0,USA,LA,,14,1,0
0,USA,LA,,15,1,0
0,USA,LA,,16,1,0
0,USA,LA,,17,1,0
0,USA,LA,,18,1,0
0,USA,LA,,19,1,0
0,USA,LA,,20,1,0
0,USA,LA,,21,1,0
0,USA,LA,,22,1,0
0,USA,LA,,23,1,0
0,USA,LA,,24,1,0
0,USA,LA,,25,1,0
0,USA,LA,,26,1,0
0,USA,LA,,27,1,0
0,USA,LA,,28,1,0
0,USA,LA,,29,1,0
0,USA,LA,,30,1,0
0,USA,LA,,31,1,0
0,USA,LA,,32,1,0
0,USA,LA,,33,1,0
0,USA,LA,,34,1,0
0,USA,LA,,35,1,0
0,USA,LA,,36,1,0
0,USA,LA,,37,1,0
0,USA,LA,,38,1,0
0,USA,LA,,39,1,0
0,USA,LA,,40,1,0
0,USA,LA,,41,1,0
0,USA,LA,,42,1,0
0,USA,LA,,43,1,0
0,USA,LA,,44,1,0
0,USA,LA,,45,1,0
0,USA,LA,,46,1,0
0,USA,LA,,47,1,0
0,USA,LA,,48,1,0
0,USA,LA,,49,1,0
0,USA,LA,,50,1,0
0,USA,MD,,1,1,13.99
0,USA,MD,,2,1,14.08
0,USA,MD,,3,1,12.97
0,USA,MD,,4,1,12.71
0,USA,MD,,5,1,11.27
0,USA,MD,,6,1,9.69
0,USA,MD,,7,1,8.93
0,USA,MD,,8,1,8.17
0,USA,MD,,9,1,0
0,USA,MD,,10,1,0
0,USA,MD,,11,1,0
0,USA,MD,,12,1,0
0,USA,MD,,13,1,0
0,USA,MD,,14,1,0
0,USA,MD,,15,1,0
0,USA,MD,,16,1,0
0,USA,MD,,17,1,0
0,USA,MD,,18,1,0
0,USA,MD,,19,1,0
0,USA,MD,,20,1,0
0,USA,MD,,21,1,0
0,USA,MD,,22,1,0
0,USA,MD,,23,1,0
0,USA,MD,,24,1,0
0,USA,MD,,25,1,0
0,USA,MD,,26,1,0
0,USA,MD,,27,1,0
0,USA,MD,,28,1,0
0,USA,MD,,29,1,0
0,USA,MD,,30,1,0
0,USA,MD,,31,1,0
0,USA,MD,,32,1,0
0,USA,MD,,33,1,0
0,USA,MD,,34,1,0
0,USA,MD,,35,1,0
0,USA,MD,,36,1,0
0,USA,MD,,37,1,0
0,USA,MD,,38,1,0
0,USA,MD,,39,1,0
0,USA,MD,,40,1,0
0,USA,MD,,41,1,0
0,USA,MD,,42,1,0
0,USA,MD,,43,1,0
0,USA,MD,,44,1,0
0,USA,MD,,45,1,0
0,USA,MD,,46,1,0
0,USA,MD,,47,1,0
0,USA,MD,,48,1,0
0,USA,MD,,49,1,0
0,USA,MD,,50,1,0
0,USA,MI,,1,1,13.99
0,USA,MI,,2,1,14.08
0,USA,MI,,3,1,12.97
0,USA,MI,,4,1,12.71
0,USA,MI,,5,1,11.27
0,USA,MI,,6,1,9.69
0,USA,MI,,7,1,8.93
0,USA,MI,,8,1,8.17
0,USA,MI,,9,1,0
0,USA,MI,,10,1,0
0,USA,MI,,11,1,0
0,USA,MI,,12,1,0
0,USA,MI,,13,1,0
0,USA,MI,,14,1,0
0,USA,MI,,15,1,0
0,USA,MI,,16,1,0
0,USA,MI,,17,1,0
0,USA,MI,,18,1,0
0,USA,MI,,19,1,0
0,USA,MI,,20,1,0
0,USA,MI,,21,1,0
0,USA,MI,,22,1,0
0,USA,MI,,23,1,0
0,USA,MI,,24,1,0
0,USA,MI,,25,1,0
0,USA,MI,,26,1,0
0,USA,MI,,27,1,0
0,USA,MI,,28,1,0
0,USA,MI,,29,1,0
0,USA,MI,,30,1,0
0,USA,MI,,31,1,0
0,USA,MI,,32,1,0
0,USA,MI,,33,1,0
0,USA,MI,,34,1,0
0,USA,MI,,35,1,0
0,USA,MI,,36,1,0
0,USA,MI,,37,1,0
0,USA,MI,,38,1,0
0,USA,MI,,39,1,0
0,USA,MI,,40,1,0
0,USA,MI,,41,1,0
0,USA,MI,,42,1,0
0,USA,MI,,43,1,0
0,USA,MI,,44,1,0
0,USA,MI,,45,1,0
0,USA,MI,,46,1,0
0,USA,MI,,47,1,0
0,USA,MI,,48,1,0
0,USA,MI,,49,1,0
0,USA,MI,,50,1,0
0,USA,MN,,1,1,13.99
0,USA,MN,,2,1,14.08
0,USA,MN,,3,1,12.97
0,USA,MN,,4,1,12.71
0,USA,MN,,5,1,11.27
0,USA,MN,,6,1,9.69
0,USA,MN,,7,1,8.93
0,USA,MN,,8,1,8.17
0,USA,MN,,9,1,0
0,USA,MN,,10,1,0
0,USA,MN,,11,1,0
0,USA,MN,,12,1,0
0,USA,MN,,13,1,0
0,USA,MN,,14,1,0
0,USA,MN,,15,1,0
0,USA,MN,,16,1,0
0,USA,MN,,17,1,0
0,USA,MN,,18,1,0
0,USA,MN,,19,1,0
0,USA,MN,,20,1,0
0,USA,MN,,21,1,0
0,USA,MN,,22,1,0
0,USA,MN,,23,1,0
0,USA,MN,,24,1,0
0,USA,MN,,25,1,0
0,USA,MN,,26,1,0
0,USA,MN,,27,1,0
0,USA,MN,,28,1,0
0,USA,MN,,29,1,0
0,USA,MN,,30,1,0
0,USA,MN,,31,1,0
0,USA,MN,,32,1,0
0,USA,MN,,33,1,0
0,USA,MN,,34,1,0
0,USA,MN,,35,1,0
0,USA,MN,,36,1,0
0,USA,MN,,37,1,0
0,USA,MN,,38,1,0
0,USA,MN,,39,1,0
0,USA,MN,,40,1,0
0,USA,MN,,41,1,0
0,USA,MN,,42,1,0
0,USA,MN,,43,1,0
0,USA,MN,,44,1,0
0,USA,MN,,45,1,0
0,USA,MN,,46,1,0
0,USA,MN,,47,1,0
0,USA,MN,,48,1,0
0,USA,MN,,49,1,0
0,USA,MN,,50,1,0
0,USA,MO,,1,1,13.99
0,USA,MO,,2,1,14.08
0,USA,MO,,3,1,12.97
0,USA,MO,,4,1,12.71
0,USA,MO,,5,1,11.27
0,USA,MO,,6,1,9.69
0,USA,MO,,7,1,8.93
0,USA,MO,,8,1,8.17
0,USA,MO,,9,1,0
0,USA,MO,,10,1,0
0,USA,MO,,11,1,0
0,USA,MO,,12,1,0
0,USA,MO,,13,1,0
0,USA,MO,,14,1,0
0,USA,MO,,15,1,0
0,USA,MO,,16,1,0
0,USA,MO,,17,1,0
0,USA,MO,,18,1,0
0,USA,MO,,19,1,0
0,USA,MO,,20,1,0
0,USA,MO,,21,1,0
0,USA,MO,,22,1,0
0,USA,MO,,23,1,0
0,USA,MO,,24,1,0
0,USA,MO,,25,1,0
0,USA,MO,,26,1,0
0,USA,MO,,27,1,0
0,USA,MO,,28,1,0
0,USA,MO,,29,1,0
0,USA,MO,,30,1,0
0,USA,MO,,31,1,0
0,USA,MO,,32,1,0
0,USA,MO,,33,1,0
0,USA,MO,,34,1,0
0,USA,MO,,35,1,0
0,USA,MO,,36,1,0
0,USA,MO,,37,1,0
0,USA,MO,,38,1,0
0,USA,MO,,39,1,0
0,USA,MO,,40,1,0
0,USA,MO,,41,1,0
0,USA,MO,,42,1,0
0,USA,MO,,43,1,0
0,USA,MO,,44,1,0
0,USA,MO,,45,1,0
0,USA,MO,,46,1,0
0,USA,MO,,47,1,0
0,USA,MO,,48,1,0
0,USA,MO,,49,1,0
0,USA,MO,,50,1,0
0,USA,MT,,1,1,13.99
0,USA,MT,,2,1,14.08
0,USA,MT,,3,1,12.97
0,USA,MT,,4,1,12.71
0,USA,MT,,5,1,11.27
0,USA,MT,,6,1,9.69
0,USA,MT,,7,1,8.93
0,USA,MT,,8,1,8.17
0,USA,MT,,9,1,0
0,USA,MT,,10,1,0
0,USA,MT,,11,1,0
0,USA,MT,,12,1,0
0,USA,MT,,13,1,0
0,USA,MT,,14,1,0
0,USA,MT,,15,1,0
0,USA,MT,,16,1,0
0,USA,MT,,17,1,0
0,USA,MT,,18,1,0
0,USA,MT,,19,1,0
0,USA,MT,,20,1,0
0,USA,MT,,21,1,0
0,USA,MT,,22,1,0
0,USA,MT,,23,1,0
0,USA,MT,,24,1,0
0,USA,MT,,25,1,0
0,USA,MT,,26,1,0
0,USA,MT,,27,1,0
0,USA,MT,,28,1,0
0,USA,MT,,29,1,0
0,USA,MT,,30,1,0
0,USA,MT,,31,1,0
0,USA,MT,,32,1,0
0,USA,MT,,33,1,0
0,USA,MT,,34,1,0
0,USA,MT,,35,1,0
0,USA,MT,,36,1,0
0,USA,MT,,37,1,0
0,USA,MT,,38,1,0
0,USA,MT,,39,1,0
0,USA,MT,,40,1,0
0,USA,MT,,41,1,0
0,USA,MT,,42,1,0
0,USA,MT,,43,1,0
0,USA,MT,,44,1,0
0,USA,MT,,45,1,0
0,USA,MT,,46,1,0
0,USA,MT,,47,1,0
0,USA,MT,,48,1,0
0,USA,MT,,49,1,0
0,USA,MT,,50,1,0
0,USA,NC,,1,1,13.99
0,USA,NC,,2,1,14.08
0,USA,NC,,3,1,12.97
0,USA,NC,,4,1,12.71
