Warehouse,Country,Region/State,Zip/Postal Code,# of Items (and above),Method,Shipping Price
0,USA,CT,,19,1,55.8
0,USA,CT,,20,1,57.8
0,USA,DC,,1,1,19.8
0,USA,DC,,2,1,21.8
0,USA,DC,,3,1,23.8
0,USA,DC,,4,1,25.8
0,USA,DC,,5,1,27.8
0,USA,DC,,6,1,29.8
0,USA,DC,,7,1,31.8
0,USA,DC,,8,1,33.8
0,USA,DC,,9,1,35.8
0,USA,DC,,10,1,37.8
0,USA,DC,,11,1,39.8
0,USA,DC,,12,1,41.8
0,USA,DC,,13,1,43.8
0,USA,DC,,14,1,45.8
0,USA,DC,,15,1,47.8
0,USA,DC,,16,1,49.8
0,USA,DC,,17,1,51.8
0,USA,DC,,18,1,53.8
0,USA,DC,,19,1,55.8
0,USA,DC,,20,1,57.8
0,USA,FL,,1,1,19.8
0,USA,FL,,2,1,21.8
0,USA,FL,,3,1,23.8
0,USA,FL,,4,1,25.8
0,USA,FL,,5,1,27.8
0,USA,FL,,6,1,29.8
0,USA,FL,,7,1,31.8
0,USA,FL,,8,1,33.8
0,USA,FL,,9,1,35.8
0,USA,FL,,10,1,37.8
0,USA,FL,,11,1,39.8
0,USA,FL,,12,1,41.8
0,USA,FL,,13,1,43.8
0,USA,FL,,14,1,45.8
0,USA,FL,,15,1,47.8
0,USA,FL,,16,1,49.8
0,USA,FL,,17,1,51.8
0,USA,FL,,18,1,53.8
0,USA,FL,,19,1,55.8
0,USA,FL,,20,1,57.8
0,USA,HI,,1,1,19.8
0,USA,HI,,2,1,21.8
0,USA,HI,,3,1,23.8
0,USA,HI,,4,1,25.8
0,USA,HI,,5,1,27.8
0,USA,HI,,6,1,29.8
0,USA,HI,,7,1,31.8
0,USA,HI,,8,1,33.8
0,USA,HI,,9,1,35.8
0,USA,HI,,10,1,37.8
0,USA,HI,,11,1,39.8
0,USA,HI,,12,1,41.8
0,USA,HI,,13,1,43.8
0,USA,HI,,14,1,45.8
0,USA,HI,,15,1,47.8
0,USA,HI,,16,1,49.8
0,USA,HI,,17,1,51.8
0,USA,HI,,18,1,53.8
0,USA,HI,,19,1,55.8
0,USA,HI,,20,1,57.8
0,USA,ID,,1,1,19.8
0,USA,ID,,2,1,21.8
0,USA,ID,,3,1,23.8
0,USA,ID,,4,1,25.8
0,USA,ID,,5,1,27.8
0,USA,ID,,6,1,29.8
0,USA,ID,,7,1,31.8
0,USA,ID,,8,1,33.8
0,USA,ID,,9,1,35.8
0,USA,ID,,10,1,37.8
0,USA,ID,,11,1,39.8
0,USA,ID,,12,1,41.8
0,USA,ID,,13,1,43.8
0,USA,ID,,14,1,45.8
0,USA,ID,,15,1,47.8
0,USA,ID,,16,1,49.8
0,USA,ID,,17,1,51.8
0,USA,ID,,18,1,53.8
0,USA,ID,,19,1,55.8
0,USA,ID,,20,1,57.8
0,USA,IN,,1,1,19.8
0,USA,IN,,2,1,21.8
0,USA,IN,,3,1,23.8
0,USA,IN,,4,1,25.8
0,USA,IN,,5,1,27.8
0,USA,IN,,6,1,29.8
0,USA,IN,,7,1,31.8
0,USA,IN,,8,1,33.8
0,USA,IN,,9,1,35.8
0,USA,IN,,10,1,37.8
0,USA,IN,,11,1,39.8
0,USA,IN,,12,1,41.8
0,USA,IN,,13,1,43.8
0,USA,IN,,14,1,45.8
0,USA,IN,,15,1,47.8
0,USA,IN,,16,1,49.8
0,USA,IN,,17,1,51.8
0,USA,IN,,18,1,53.8
0,USA,IN,,19,1,55.8
0,USA,IN,,20,1,57.8
0,USA,ME,,1,1,19.8
0,USA,ME,,2,1,21.8
0,USA,ME,,3,1,23.8
0,USA,ME,,4,1,25.8
0,USA,ME,,5,1,27.8
0,USA,ME,,6,1,29.8
0,USA,ME,,7,1,31.8
0,USA,ME,,8,1,33.8
0,USA,ME,,9,1,35.8
0,USA,ME,,10,1,37.8
0,USA,ME,,11,1,39.8
0,USA,ME,,12,1,41.8
0,USA,ME,,13,1,43.8
0,USA,ME,,14,1,45.8
0,USA,ME,,15,1,47.8
0,USA,ME,,16,1,49.8
0,USA,ME,,17,1,51.8
0,USA,ME,,18,1,53.8
0,USA,ME,,19,1,55.8
0,USA,ME,,20,1,57.8
0,USA,MO,,1,1,19.8
0,USA,MO,,2,1,21.8
0,USA,MO,,3,1,23.8
0,USA,MO,,4,1,25.8
0,USA,MO,,5,1,27.8
0,USA,MO,,6,1,29.8
0,USA,MO,,7,1,31.8
0,USA,MO,,8,1,33.8
0,USA,MO,,9,1,35.8
0,USA,MO,,10,1,37.8
0,USA,MO,,11,1,39.8
0,USA,MO,,12,1,41.8
0,USA,MO,,13,1,43.8
0,USA,MO,,14,1,45.8
0,USA,MO,,15,1,47.8
0,USA,MO,,16,1,49.8
0,USA,MO,,17,1,51.8
0,USA,MO,,18,1,53.8
0,USA,MO,,19,1,55.8
0,USA,MO,,20,1,57.8
0,USA,NC,,1,1,19.8
0,USA,NC,,2,1,21.8
0,USA,NC,,3,1,23.8
0,USA,NC,,4,1,25.8
0,USA,NC,,5,1,27.8
0,USA,NC,,6,1,29.8
0,USA,NC,,7,1,31.8
0,USA,NC,,8,1,33.8
0,USA,NC,,9,1,35.8
0,USA,NC,,10,1,37.8
0,USA,NC,,11,1,39.8
0,USA,NC,,12,1,41.8
0,USA,NC,,13,1,43.8
0,USA,NC,,14,1,45.8
0,USA,NC,,15,1,47.8
0,USA,NC,,16,1,49.8
0,USA,NC,,17,1,51.8
0,USA,NC,,18,1,53.8
0,USA,NC,,19,1,55.8
0,USA,NC,,20,1,57.8
0,USA,NE,,1,1,19.8
0,USA,NE,,2,1,21.8
0,USA,NE,,3,1,23.8
0,USA,NE,,4,1,25.8
0,USA,NE,,5,1,27.8
0,USA,NE,,6,1,29.8
0,USA,NE,,7,1,31.8
0,USA,NE,,8,1,33.8
0,USA,NE,,9,1,35.8
0,USA,NE,,10,1,37.8
0,USA,NE,,11,1,39.8
0,USA,NE,,12,1,41.8
0,USA,NE,,13,1,43.8
0,USA,NE,,14,1,45.8
0,USA,NE,,15,1,47.8
0,USA,NE,,16,1,49.8
0,USA,NE,,17,1,51.8
0,USA,NE,,18,1,53.8
0,USA,NE,,19,1,55.8
0,USA,NE,,20,1,57.8
0,USA,NM,,1,1,19.8
0,USA,NM,,2,1,21.8
0,USA,NM,,3,1,23.8
0,USA,NM,,4,1,25.8
0,USA,NM,,5,1,27.8
0,USA,NM,,6,1,29.8
0,USA,NM,,7,1,31.8
0,USA,NM,,8,1,33.8
0,USA,NM,,9,1,35.8
0,USA,NM,,10,1,37.8
0,USA,NM,,11,1,39.8
0,USA,NM,,12,1,41.8
0,USA,NM,,13,1,43.8
0,USA,NM,,14,1,45.8
0,USA,NM,,15,1,47.8
0,USA,NM,,16,1,49.8
0,USA,NM,,17,1,51.8
0,USA,NM,,18,1,53.8
0,USA,NM,,19,1,55.8
0,USA,NM,,20,1,57.8
0,USA,NY,,1,1,19.8
0,USA,NY,,2,1,21.8
0,USA,NY,,3,1,23.8
0,USA,NY,,4,1,25.8
0,USA,NY,,5,1,27.8
0,USA,NY,,6,1,29.8
0,USA,NY,,7,1,31.8
0,USA,NY,,8,1,33.8
0,USA,NY,,9,1,35.8
0,USA,NY,,10,1,37.8
0,USA,NY,,11,1,39.8
0,USA,NY,,12,1,41.8
0,USA,NY,,13,1,43.8
0,USA,NY,,14,1,45.8
0,USA,NY,,15,1,47.8
0,USA,NY,,16,1,49.8
0,USA,NY,,17,1,51.8
0,USA,NY,,18,1,53.8
0,USA,NY,,19,1,55.8
0,USA,NY,,20,1,57.8
0,USA,OH,,1,1,19.8
0,USA,OH,,2,1,21.8
0,USA,OH,,3,1,23.8
0,USA,OH,,4,1,25.8
0,USA,OH,,5,1,27.8
0,USA,OH,,6,1,29.8
0,USA,OH,,7,1,31.8
0,USA,OH,,8,1,33.8
0,USA,OH,,9,1,35.8
0,USA,OH,,10,1,37.8
0,USA,OH,,11,1,39.8
0,USA,OH,,12,1,41.8
0,USA,OH,,13,1,43.8
0,USA,OH,,14,1,45.8
0,USA,OH,,15,1,47.8
0,USA,OH,,16,1,49.8
0,USA,OH,,17,1,51.8
0,USA,OH,,18,1,53.8
0,USA,OH,,19,1,55.8
0,USA,OH,,20,1,57.8
0,USA,OR,,1,1,19.8
0,USA,OR,,2,1,21.8
0,USA,OR,,3,1,23.8
0,USA,OR,,4,1,25.8
0,USA,OR,,5,1,27.8
0,USA,OR,,6,1,29.8
0,USA,OR,,7,1,31.8
0,USA,OR,,8,1,33.8
0,USA,OR,,9,1,35.8
0,USA,OR,,10,1,37.8
0,USA,OR,,11,1,39.8
0,USA,OR,,12,1,41.8
0,USA,OR,,13,1,43.8
0,USA,OR,,14,1,45.8
0,USA,OR,,15,1,47.8
0,USA,OR,,16,1,49.8
0,USA,OR,,17,1,51.8
0,USA,OR,,18,1,53.8
0,USA,OR,,19,1,55.8
0,USA,OR,,20,1,57.8
0,USA,SC,,1,1,19.8
0,USA,SC,,2,1,21.8
0,USA,SC,,3,1,23.8
0,USA,SC,,4,1,25.8
0,USA,SC,,5,1,27.8
0,USA,SC,,6,1,29.8
0,USA,SC,,7,1,31.8
0,USA,SC,,8,1,33.8
0,USA,SC,,9,1,35.8
0,USA,SC,,10,1,37.8
0,USA,SC,,11,1,39.8
0,USA,SC,,12,1,41.8
0,USA,SC,,13,1,43.8
0,USA,SC,,14,1,45.8
0,USA,SC,,15,1,47.8
0,USA,SC,,16,1,49.8
0,USA,SC,,17,1,51.8
0,USA,SC,,18,1,53.8
0,USA,SC,,19,1,55.8
0,USA,SC,,20,1,57.8
0,USA,VA,,1,1,19.8
0,USA,VA,,2,1,21.8
0,USA,VA,,3,1,23.8
0,USA,VA,,4,1,25.8
0,USA,VA,,5,1,27.8
0,USA,VA,,6,1,29.8
0,USA,VA,,7,1,31.8
0,USA,VA,,8,1,33.8
0,USA,VA,,9,1,35.8
0,USA,VA,,10,1,37.8
0,USA,VA,,11,1,39.8
0,USA,VA,,12,1,41.8
0,USA,VA,,13,1,43.8
0,USA,VA,,14,1,45.8
0,USA,VA,,15,1,47.8
0,USA,VA,,16,1,49.8
0,USA,VA,,17,1,51.8
0,USA,VA,,18,1,53.8
0,USA,VA,,19,1,55.8
0,USA,VA,,20,1,57.8
0,USA,VT,,1,1,19.8
0,USA,VT,,2,1,21.8
0,USA,VT,,3,1,23.8
0,USA,VT,,4,1,25.8
0,USA,VT,,5,1,27.8
0,USA,VT,,6,1,29.8
0,USA,VT,,7,1,31.8
0,USA,VT,,8,1,33.8
0,USA,VT,,9,1,35.8
0,USA,VT,,10,1,37.8
0,USA,VT,,11,1,39.8
0,USA,VT,,12,1,41.8
0,USA,VT,,13,1,43.8
0,USA,VT,,14,1,45.8
0,USA,VT,,15,1,47.8
0,USA,VT,,16,1,49.8
0,USA,VT,,17,1,51.8
0,USA,VT,,18,1,53.8
0,USA,VT,,19,1,55.8
0,USA,VT,,20,1,57.8
0,USA,WA,,1,1,19.8
0,USA,WA,,2,1,21.8
0,USA,WA,,3,1,23.8
0,USA,WA,,4,1,25.8
0,USA,WA,,5,1,27.8
0,USA,WA,,6,1,29.8
0,USA,WA,,7,1,31.8
0,USA,WA,,8,1,33.8
0,USA,WA,,9,1,35.8
0,USA,WA,,10,1,37.8
0,USA,WA,,11,1,39.8
0,USA,WA,,12,1,41.8
0,USA,WA,,13,1,43.8
0,USA,WA,,14,1,45.8
0,USA,WA,,15,1,47.8
0,USA,WA,,16,1,49.8
0,USA,WA,,17,1,51.8
0,USA,WA,,18,1,53.8
0,USA,WA,,19,1,55.8
0,USA,WA,,20,1,57.8
0,USA,WI,,1,1,19.8
0,USA,WI,,2,1,21.8
0,USA,WI,,3,1,23.8
0,USA,WI,,4,1,25.8
0,USA,WI,,5,1,27.8
0,USA,WI,,6,1,29.8
0,USA,WI,,7,1,31.8
0,USA,WI,,8,1,33.8
0,USA,WI,,9,1,35.8
0,USA,WI,,10,1,37.8
0,USA,WI,,11,1,39.8
0,USA,WI,,12,1,41.8
0,USA,WI,,13,1,43.8
0,USA,WI,,14,1,45.8
0,USA,WI,,15,1,47.8
0,USA,WI,,16,1,49.8
0,USA,WI,,17,1,51.8
0,USA,WI,,18,1,53.8
0,USA,WI,,19,1,55.8
0,USA,WI,,20,1,57.8
0,USA,WY,,1,1,19.8
0,USA,WY,,2,1,21.8
0,USA,WY,,3,1,23.8
0,USA,WY,,4,1,25.8
0,USA,WY,,5,1,27.8
0,USA,WY,,6,1,29.8
0,USA,WY,,7,1,31.8
0,USA,WY,,8,1,33.8
0,USA,WY,,9,1,35.8
0,USA,WY,,10,1,37.8
0,USA,WY,,11,1,39.8
0,USA,WY,,12,1,41.8
0,USA,WY,,13,1,43.8
0,USA,WY,,14,1,45.8
0,USA,WY,,15,1,47.8
0,USA,WY,,16,1,49.8
0,USA,WY,,17,1,51.8
0,USA,WY,,18,1,53.8
0,USA,WY,,19,1,55.8
0,USA,WY,,20,1,57.8
